,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
127,Infodemics (with Ilwoo Lee from JAMBINAI),Song Sohee,Infodemics (with Ilwoo Lee from JAMBINAI),spotify:track:38X1wZZV5ibTj0R0TPGPSO,2023,0.152,0.44,1,0.543,9.49e-06,0.203,-6.272,0,0.0298,149.994,0.0697,367500,3,26
128,pr0blem,Loeyn,pr0blem,spotify:track:6t201nr1m4E5ne2k2JvzkA,2023,0.0327,0.692,1,0.698,0.0,0.164,-7.086,1,0.0323,119.994,0.306,212540,4,13
129,Springtime in Chernobyl,CHABITNA,CHABITNA 2nd Album,spotify:track:1CNKD2is5x9QP2iJd6HEOy,2023,0.648,0.612,7,0.503,7.8e-05,0.159,-7.469,1,0.0256,96.063,0.448,253606,4,12
130,Enemy (feat. GEMINI),Jiselle,Enemy (feat. GEMINI),spotify:track:6XoQep0PUbhBV1pnVK4340,2023,0.135,0.711,1,0.649,0.0,0.326,-4.473,0,0.0442,139.984,0.517,167933,4,42
131,"cloudy, sunny",SBGB,"cloudy, sunny",spotify:track:3NYzpeLLQBQaVDbhQxQOWo,2023,0.773,0.643,0,0.234,2.28e-06,0.137,-10.073,1,0.0361,114.904,0.28,184287,3,22
132,사랑스러운 너 (feat. 이상은),어반폴리,사랑스러운 너,spotify:track:5mHwJYiy8r4ZVP7lByny84,2023,0.656,0.549,0,0.48,0.0,0.121,-5.447,1,0.0263,84.891,0.524,165877,4,12
133,I Don't Know Why,Avii Garde,I Don't Know Why,spotify:track:51VtiYoFIfzx1PzZOuE84D,2023,4.03e-05,0.405,2,0.831,4.53e-06,0.254,-5.395,1,0.0333,172.054,0.475,196874,4,32
134,It's not what I want,BBAHN,Café Anchorage OST Part.19 (Soundtrack),spotify:track:6tEAPcJcKXUfAs2QveWgpQ,2023,0.76,0.435,6,0.505,0.0,0.146,-5.445,1,0.0474,133.849,0.457,202575,4,12
135,"Easy come, I like a tango!",Yojung,We are,spotify:track:2cG3NLxdVln7LoA38hPqF2,2023,0.113,0.737,7,0.604,0.000136,0.334,-6.433,1,0.0596,88.017,0.713,163750,4,17
136,made in heaven,Gemstone,made in heaven,spotify:track:3rlxvsdieZRcZHzazH9cml,2023,0.225,0.439,8,0.553,0.0,0.127,-3.387,1,0.0282,137.9,0.323,266413,4,16
137,Lonely Night (Prod. NE:ON),Cloudybay,Lonely Night,spotify:track:6kIyRauupuAUWtyUn0xlpy,2023,0.172,0.317,9,0.619,0.0,0.0963,-4.646,1,0.0477,182.335,0.274,238677,4,24
138,오늘 안엔 Within Today,Echae Kang,The Granter,spotify:track:0QmYpCdJeT0c5qQTXanksV,2023,0.891,0.595,0,0.326,0.0164,0.106,-7.409,1,0.0335,84.991,0.241,216427,4,15
139,120BPM,KyoungSeo,ONGOING,spotify:track:7pYiTMBG8sgPJvXZZ476i1,2023,0.305,0.652,9,0.844,0.0,0.0991,-1.802,1,0.0358,97.028,0.703,198987,4,45
140,Invisible,Choisoowoong,STORY#26,spotify:track:1sYtgP1e0HJNlBw2g6DxHI,2023,0.725,0.652,9,0.207,0.0,0.195,-10.723,1,0.0364,113.832,0.153,280250,4,16
141,One Hundred Love,LIA (ITZY),Romantic Doctor 3 OST Part.5,spotify:track:4tyvvXI34H0YILQctQr0N6,2023,0.844,0.534,8,0.356,0.0,0.0968,-6.854,1,0.0307,129.352,0.349,236308,4,50
142,가자,The Ska Jazz Unit,가자,spotify:track:2CI1kM7d1EgUsYR50OInda,2023,0.248,0.807,8,0.499,3.07e-05,0.112,-7.241,1,0.0648,82.051,0.727,234923,4,12
143,Nothing Feels Alright,The Sound,Nothing Feels Alright,spotify:track:0M2VpuGkcxo3IX4TZBMlVK,2023,5.94e-05,0.507,9,0.889,1.35e-05,0.127,-4.828,1,0.0427,140.059,0.444,240368,4,13
144,Right Answer,1%,Right Answer,spotify:track:3xo5dvPkQLbofa59woCQMH,2023,0.303,0.713,6,0.743,0.0,0.131,-4.096,1,0.0285,103.963,0.701,212792,4,12
145,A Tale of Hoteliers (Original Television Soundtrack) Pt.4 - Stay with me,Song Ga In,A Tale of Hoteliers (Original Television Soundtrack) Pt.4 - Stay with me,spotify:track:0OTMfsNFRxA27AfyUre2wZ,2023,0.448,0.531,1,0.572,0.0,0.22,-4.257,1,0.0295,94.99,0.172,235907,3,29
146,ADDICT!ON,아이리 칸나,ADDICT!ON,spotify:track:1JJwRy1BpK6SFvd1InC6xt,2023,0.133,0.687,6,0.955,0.0,0.336,-1.759,1,0.127,127.955,0.717,206400,4,41
147,"This precious night, this last night (feat. jooseoo_band)",Yu ji eun,"This precious night, this last night",spotify:track:0Xr8miTMUvPoOGdPs27uUz,2023,0.678,0.355,5,0.311,2.85e-06,0.212,-8.463,1,0.0307,71.383,0.323,231667,4,11
148,"나의 사랑, 나의 그대",무성,"나의 사랑, 나의 그대",spotify:track:3ezQ77V3oI3ZFtjJDK6faK,2023,0.454,0.392,0,0.466,0.0,0.245,-4.299,1,0.0286,151.765,0.229,271872,3,11
149,TANGJA TANGJA,JeongWoo Ko,CHOSUN ROMANCE,spotify:track:6hdgTzZsffw9EbfD6YfkPe,2023,0.315,0.686,4,0.805,0.0,0.29,-3.521,0,0.0328,138.031,0.817,198512,4,9
150,0257,234,0257,spotify:track:70iajR3jBeVLgJ6gPiwR4j,2023,0.568,0.634,2,0.33,5.03e-05,0.146,-10.663,1,0.0376,172.067,0.543,177165,4,10
151,I can't forget,CANDO,"Oh, Boy! OST Part.17 (Soundtrack)",spotify:track:6Z0WLXnpWWkHSgHTgUzw6Y,2023,0.688,0.531,11,0.428,0.0,0.313,-5.568,1,0.0305,131.654,0.209,204002,4,10
152,karaoke love (Feat. Ugly Duck),SFC.JGR,karaoke love,spotify:track:6xAB0AmhaIfeGkSkVXGpJ9,2023,0.371,0.613,6,0.658,1.23e-05,0.0971,-8.72,0,0.126,75.917,0.491,213040,4,29
153,HANGANG (Feat. BIG Naughty),Paul Kim,HANGANG,spotify:track:25QGSFaB28MnIp7CIX1Nkk,2023,0.186,0.744,11,0.72,0.0,0.38,-4.255,1,0.0304,105.053,0.419,199133,4,51
154,Purple Love (Feat. Leellamarz),INJAE,Purple Love (Feat. Leellamarz),spotify:track:0Jo0mDbEb7eJYf4H13M2az,2023,0.397,0.571,7,0.725,0.0,0.315,-2.812,1,0.0441,159.803,0.57,196075,4,41
155,WONDERLAND - English Ver.,TRI.BE,WONDERLAND (English Ver.),spotify:track:3NjXKo1nVrBfTzyFBflLCB,2023,0.299,0.737,6,0.785,0.0,0.139,-2.825,1,0.119,110.107,0.688,177533,4,39
156,Driftin’,Xitsuh,Skyblueblack,spotify:track:4LaV9EJUhAwfwvVNS024wK,2023,0.427,0.681,6,0.59,0.00025,0.113,-6.965,1,0.0442,82.506,0.66,217500,4,16
157,Silver Lining,Advanced,Silver Lining,spotify:track:1G7gRNjvHw7S8g9vx47Gj4,2023,0.0261,0.702,5,0.857,9.89e-05,0.213,-3.836,0,0.0447,99.986,0.498,190520,4,26
158,The day of May,BF,The day of May,spotify:track:6cgWB5wse2npnt3OCXxHZV,2023,0.47,0.617,8,0.567,0.0,0.377,-6.1,1,0.0433,91.022,0.588,215500,4,22
159,let me know (Feat. Jabillz),CRYBABY,let me know,spotify:track:365frZWnLF5oUD6sSuC29N,2023,0.678,0.81,2,0.557,3.4e-06,0.117,-6.112,0,0.118,100.013,0.65,193467,4,19
160,Run Away,HEIZE,BASTIONS OST Part.2,spotify:track:0yFJe8RoDgZXjGliKLBGBY,2023,0.755,0.399,9,0.624,0.0,0.0945,-6.274,1,0.0597,169.835,0.295,168473,4,41
162,light of you,The Stray,light of you,spotify:track:3S1MltwapdOGjxrMKqvDey,2023,0.759,0.562,0,0.473,0.0,0.166,-5.546,1,0.0364,125.803,0.25,223240,4,27
163,EVEN SO,COOING,EVEN SO,spotify:track:3GYpV2gfKYofF6TFZgoFWx,2023,0.572,0.679,0,0.578,0.0,0.141,-4.844,1,0.0342,99.937,0.197,203427,4,29
164,Why?,PLAVE,Why?,spotify:track:75bgkdHdg7ppBcHdLJkSBM,2023,0.49,0.843,0,0.567,0.00106,0.123,-5.569,1,0.0342,100.03,0.669,147373,4,64
165,( ),Nam Dong Hyun,( ),spotify:track:4Xub3I7UXKGEwVFF9Bwlnv,2023,0.626,0.785,9,0.583,0.956,0.354,-9.628,0,0.0694,108.09,0.157,84583,3,25
166,Love is Here,LUCY,Romance by Romance (Original Television Soundtrack) Pt. 1,spotify:track:57UqGZaCQFFLUbUZD0ejwx,2023,0.0601,0.649,0,0.649,0.0,0.106,-4.644,1,0.0305,113.986,0.468,213660,4,38
167,BONVOYAGE,Dreamcatcher,[Apocalypse : From us],spotify:track:3Jnwl9zlbFNEqKQjydxLxe,2023,0.00417,0.487,5,0.858,0.0,0.149,-3.915,1,0.0603,157.962,0.523,213507,4,71
168,Yellow Circle,채수빈,Yellow Circle,spotify:track:6LezRpxJ871VNvutDEXrBw,2023,0.0349,0.8,7,0.732,0.0,0.124,-3.745,1,0.0408,120.011,0.286,182773,4,48
169,"I Love You, I'm Sorry",PATEKO,Patek on Wine,spotify:track:6XDfsMWnfJd46j3f0orVHF,2023,0.159,0.564,2,0.642,0.0,0.154,-5.489,1,0.0328,159.858,0.399,200880,4,36
170,DOXA,SECRET NUMBER,DOXA,spotify:track:0bppWj37HjYmRdm0VAPwvq,2023,0.281,0.687,9,0.914,0.0,0.383,-1.503,0,0.0589,100.964,0.767,185213,4,57
171,Bite Me,ENHYPEN,DARK BLOOD,spotify:track:7mpdNiaQvygj2rHoxkzMfa,2023,0.285,0.795,1,0.781,0.0,0.108,-4.647,1,0.141,104.972,0.687,157532,4,88
172,Talk About Love,Lee Moon Sae,"The Good Bad Mother (Original Television Soundtrack, Pt. 6)",spotify:track:4jJG67ZARJRVBBIXMf0qpM,2023,0.75,0.523,3,0.499,0.118,0.187,-5.47,1,0.024,82.013,0.292,218000,3,48
173,DO (Feat. LeeHi),Padi,Answer Answer,spotify:track:2MVEiDjCneHRZxmv10rb5l,2023,0.614,0.609,10,0.55,0.0,0.149,-7.163,0,0.0587,96.024,0.534,184908,4,46
174,우리 둘만의 영화가,Jeong Dong Won,A movie just between us,spotify:track:4WznValRfibE40XCfrR64W,2023,0.317,0.48,0,0.427,0.0,0.106,-6.213,1,0.03,131.724,0.156,224507,4,23
175,"Out of Control (Feat. slchld, oceanfromtheblue)",K.vsh,"Out of Control (Feat. slchld, oceanfromtheblue)",spotify:track:0n9tHQK3R9NWRbNuj44TGB,2023,0.439,0.635,11,0.487,0.0,0.121,-7.278,0,0.0909,131.601,0.171,277260,4,31
176,Hate List (Feat. GIRIBOY),Choi Jungyoon,Emotional Train,spotify:track:14QGX0o0nEN56istLMwFu6,2023,0.732,0.657,2,0.62,0.000263,0.192,-7.388,1,0.0639,125.945,0.41,188841,4,32
177,Flower(Long For You),Jang HeeWon,Rinza Noodle House (Original Television Soundtrack) Pt.2,spotify:track:2lsZoElIkFgYukTEgZQrZd,2023,0.881,0.544,0,0.278,0.0,0.0895,-10.126,1,0.0336,99.416,0.138,187627,3,30
178,Ran into my First Love (feat. Conut),Seokman Cheon,Ran into my First Love,spotify:track:1jDDs7QYwyFUAoSw14FgG7,2023,0.633,0.795,5,0.507,1.69e-06,0.211,-6.432,1,0.0661,96.962,0.37,198000,4,18
179,Blinded,ALEPH,Blinded,spotify:track:3k5xWgRecbkY5XzhpjIJ65,2023,0.675,0.623,9,0.587,0.00121,0.284,-7.216,1,0.0341,135.99,0.271,225882,4,31
180,Just Like You,Doha (XEED),Love Mate OST Part.1 (Soundtrack),spotify:track:6TxisiJlSLPa3FlzcLHzUV,2023,0.721,0.733,2,0.563,0.0,0.152,-5.13,1,0.0261,105.998,0.699,225429,4,35
181,Candy (Feat. Zion.T),Jay Park,Candy,spotify:track:0luFANDtNNjcBXKazh3dV8,2023,0.124,0.584,8,0.712,0.0,0.118,-7.215,1,0.204,103.914,0.649,186019,4,66
182,ICKY,KARD,KARD 6th Mini Album 'ICKY',spotify:track:1OhotmnsJBmsHaKwACYMgJ,2023,0.0443,0.81,7,0.841,0.0,0.161,-1.843,1,0.097,112.002,0.697,179240,4,74
183,Apocalypse Prod. PEEJAY,Wonstein,Apocalypse,spotify:track:6vrUC8qQyVvpKSloGLR8gB,2023,0.0454,0.913,7,0.501,0.0,0.117,-8.76,1,0.0653,130.055,0.402,136973,4,43
184,May,Sweden Laundry,"May, Be Love",spotify:track:0rYz9zrp8hciVl2QmM1ZMA,2023,0.853,0.606,3,0.294,0.0,0.11,-9.211,1,0.0362,130.086,0.604,187987,3,25
185,cracked,DONGHAE,Oh! Youngsim Pt. 2 (Original Soundtrack),spotify:track:2HlTb0DQEKxcr2755iNRzh,2023,0.0428,0.572,2,0.892,0.0,0.335,-4.104,1,0.0404,129.955,0.788,222080,4,34
186,Susanne,Jukjae,My Perfect Stranger OST Part.4,spotify:track:7AyrPPnMRQktj7mdoWUP2n,2023,0.579,0.557,5,0.33,0.000129,0.106,-9.198,1,0.0301,74.746,0.408,215467,4,40
187,Flower,SEOLA,Flower,spotify:track:6shssmBoxGBJSiE4ouxpyh,2023,0.834,0.612,4,0.549,1.98e-06,0.221,-6.529,1,0.0379,90.058,0.241,219613,4,33
188,Shameless (Feat. Huh),Ourealgoat,O'L,spotify:track:1UUKDNmgFVg8rB8zVr9ZzM,2023,0.316,0.801,0,0.614,0.0,0.134,-6.41,1,0.0518,91.995,0.42,128804,4,34
189,Candy Pink,Glen Check,Pulp,spotify:track:0fhDu7tCzkKEsWvwAZYHLH,2023,0.000116,0.305,4,0.803,0.00573,0.279,-3.577,1,0.0364,100.024,0.178,173173,4,37
190,"anytime, anywhere (Feat. YEWON)",Bily Acoustie,"anytime, anywhere",spotify:track:1LJqvR2PsAKKgdHKBEJyFO,2023,0.0816,0.609,5,0.615,0.0,0.109,-5.201,1,0.0346,93.849,0.365,184330,4,29
191,wish you all to be happy,Han All,wish you all to be happy,spotify:track:3vHAC5HrdyefPr5biodJGQ,2023,0.859,0.78,2,0.357,0.0,0.104,-7.383,1,0.035,112.131,0.526,232588,4,26
192,FREEDOM,JOOHONEY,LIGHTS,spotify:track:5UA91Wf0dAxnCPbFdJJv0a,2023,0.252,0.614,0,0.788,0.0,0.267,-2.879,0,0.068,138.002,0.37,211480,4,68
193,Good Day (My love X LEESEOKHOON),Lee Seok Hoon,Good Day (My love X LEESEOKHOON),spotify:track:7tWjUGBX3NT5gBkXqdOCrO,2023,0.676,0.599,8,0.7,0.0,0.116,-6.067,1,0.0646,159.707,0.426,245027,4,32
194,"Part of Your World - From ""The Little Mermaid""/Korean Soundtrack Version",Danielle,"Part of Your World (From ""The Little Mermaid""/Korean Soundtrack Version)",spotify:track:2ouYvmVxhKfNR1LHrMLHqM,2023,0.914,0.382,6,0.177,0.0,0.108,-13.733,1,0.0423,81.708,0.309,214373,3,61
195,For My Love(2023),Ulala Session,"Beginning is the First Kiss (Original Television Soundtrack), Pt.5",spotify:track:3V8fMqqEnhsUuG77YXQMeY,2023,0.59,0.437,0,0.521,0.0,0.179,-5.392,1,0.033,135.673,0.19,260653,4,22
196,Blocka freestyle,lobonabeat!,Trapstar Lifestyle (Deluxe),spotify:track:3jNcFq3v3gs2YmzoWiFK9h,2023,0.084,0.845,8,0.532,0.000213,0.0708,-6.03,1,0.0814,75.019,0.302,125000,4,34
197,Good Thing,Ja Jung,Good Thing,spotify:track:3pzUFmvTXX1yRD2UYM0cCM,2023,0.473,0.437,5,0.746,0.0,0.118,-2.304,1,0.0475,173.736,0.243,233827,4,26
198,On Your Side,YOUNGTAK,On Your Side,spotify:track:6DmrMG6iTGu2e086WHEPtw,2023,0.13,0.7,6,0.65,0.0,0.0683,-3.314,0,0.0453,104.034,0.736,166960,4,26
199,Withered bouquet,BUMJIN,Withered bouquet,spotify:track:6toDIsMv8FRjdfMgC4GrrC,2023,0.573,0.557,10,0.684,0.0,0.0679,-4.53,0,0.061,180.065,0.695,194167,4,23
200,Secret Crush,Sogaksogak,Secret Crush,spotify:track:5VDBm4oGPDseD1ybEeVodm,2023,0.55,0.687,5,0.586,0.0,0.056,-4.857,1,0.115,91.073,0.686,148973,4,25
201,Blooming Today,Sung Si Kyung,Blooming Today,spotify:track:7bFLEPt1ZpePXATqdRWbZu,2023,0.771,0.496,7,0.427,0.000142,0.108,-9.015,1,0.0277,75.056,0.204,182800,3,35
202,GAP! (Prod. 22MACKIE),Jackal,VIRTUOSO,spotify:track:1CXG82hpPgEGoSgM3EDHbU,2023,0.172,0.824,9,0.887,0.00281,0.166,-2.007,1,0.148,150.054,0.85,234229,4,18
203,TOMATO,DNEIRF,4SEASONS,spotify:track:6fegyAyWm9a5APlcemKOT8,2023,0.588,0.868,0,0.522,0.0,0.0862,-5.962,1,0.0721,91.98,0.805,138323,4,19
204,난 그저 바라만 보죠,Yeoeun,난 그저 바라만 보죠,spotify:track:4EHY6nYFximCyQErnOF6rv,2023,0.754,0.47,5,0.474,0.0,0.0925,-4.374,1,0.0316,136.073,0.231,201035,4,16
205,REAL LOVE,GRAM,REAL LOVE,spotify:track:5QpLGoTqPTiB1Dv4hscJ4W,2023,0.384,0.661,1,0.58,0.0,0.219,-4.728,1,0.196,73.047,0.885,193160,4,19
206,My tempo,천재호영,My tempo,spotify:track:6QHMUiXsbFfc7xUwQ8Q7ru,2023,0.0293,0.859,7,0.563,0.000473,0.163,-7.179,0,0.227,83.026,0.687,147397,4,17
207,YOZORA NO SHOOTING STAR,D-Hack,ASHITA NO D,spotify:track:1LYK4G9Z0yIAyi5kAwx2NA,2023,0.684,0.526,0,0.612,0.0,0.41,-6.019,0,0.0536,169.929,0.346,230824,4,20
208,Dirty,Holynn,Dirty,spotify:track:6u5kgMRufqchhKuu10X2Wy,2023,0.11,0.739,6,0.602,0.0,0.361,-3.945,0,0.0782,154.929,0.884,174520,4,20
209,Empty (feat. ivory),Masterclass,Empty (feat. ivory),spotify:track:65Rulu6wvygsVVSrYpn9RD,2023,0.913,0.679,8,0.305,0.049,0.0992,-15.421,1,0.29,89.97,0.172,220000,4,19
210,B.T,YUN HYUN JI,B.T,spotify:track:176b8YUipX6fJi4SQNmMoK,2023,0.707,0.736,5,0.536,0.000452,0.0783,-7.82,0,0.0585,79.991,0.107,197451,4,17
211,It's enough for me,Ran,It's enough for me,spotify:track:77lj6GT3Gz746ynOJZNjg7,2023,0.759,0.413,11,0.501,0.0,0.131,-5.389,1,0.0356,129.852,0.243,189616,4,15
212,Cloud Nine,Slowcity,Cloud Nine,spotify:track:76Z6ZpiEWfyWvt4w77bk4M,2023,0.115,0.518,8,0.813,0.0,0.236,-4.468,1,0.0831,177.881,0.711,238053,4,16
213,I'm glad I waited,Sin Ye Young,I'm glad I waited,spotify:track:3pBE270KLKUjGo5aVF1ecd,2023,0.499,0.476,8,0.542,0.0,0.165,-4.664,1,0.0293,131.737,0.222,235307,4,31
214,Kiss The Rain,THAMA,"Tale of the Nine Tailed 1938, Pt. 3 (Original Television Soundtrack)",spotify:track:00ZvMUjMundVCBeCGqhSf7,2023,0.674,0.71,8,0.29,8.22e-06,0.119,-7.28,1,0.0294,116.908,0.409,152963,4,44
215,Confession Day,GUNHO,"Love Interference 2023 (Original Television Soundtrack), Pt. 14",spotify:track:3KZxUY5gGYzZ1W1NPe5Mbm,2023,0.782,0.807,7,0.412,0.0,0.2,-6.447,1,0.038,117.071,0.7,233846,4,28
216,By My Side,JAEMAN,By My Side,spotify:track:2k3TjNKHOXPAd1dCZCA911,2023,0.827,0.664,2,0.381,0.0,0.112,-6.307,1,0.0257,80.006,0.473,197440,4,24
217,FEELiNGs (New Love),Deepshower,FEELiNGs (New Love),spotify:track:6DNzxYudtPubafOD140YLS,2023,0.00196,0.572,5,0.722,1.72e-06,0.0843,-5.644,0,0.0991,105.228,0.206,170611,4,25
218,plastic cup some little wine,Ryo,1 zip,spotify:track:5mdRWEEuQONS0DqIl08FDg,2023,0.0346,0.725,0,0.503,0.0,0.141,-8.209,1,0.0334,124.98,0.833,159115,4,15
219,Love me like you do,yukon,my Imperfections,spotify:track:3bBhhf0aalrrfvUbOb3nrH,2023,0.758,0.244,10,0.45,0.0,0.369,-5.304,0,0.0309,80.672,0.201,208453,4,23
220,Maybe,1set,Maybe,spotify:track:0pa42R9TePbscKU8V2mQ8u,2023,0.535,0.606,4,0.482,0.0,0.216,-5.896,0,0.072,171.923,0.649,207707,4,21
221,Blue Moon,N.Flying,Once in a BLUE MOON,spotify:track:77WBsNSTTDrp7rkZEsbAcv,2023,0.175,0.64,0,0.831,0.0,0.124,-3.399,0,0.0744,105.093,0.807,215093,4,52
222,Salvation,Yang Da Il,Langrisser Mobile OST - Salvation,spotify:track:3j6uiTJyvtaWcjVtE6Tmpx,2023,0.00563,0.38,1,0.851,0.0,0.26,-5.379,1,0.153,88.861,0.509,226915,4,25
223,A Day For Me,안신애,Doctor Cha (Original Television Soundtrack) Pt. 5,spotify:track:5bbGJRlU89huFWFR3GE42e,2023,0.2,0.554,4,0.86,0.0,0.372,-3.393,1,0.0343,129.916,0.615,148587,4,46
224,WORK HARD PLAY HARD,Rad Museum,WORK HARD PLAY HARD,spotify:track:7m4Ney6RDEtKQf6n52F1qA,2023,0.122,0.697,10,0.642,3.78e-06,0.15,-6.329,0,0.0865,155.029,0.59,213000,4,38
225,I Know (feat. Jayroh),NONE,I Know (feat. Jayroh),spotify:track:2tc6f5oJhGyf5FA6NbE6YJ,2023,0.504,0.629,5,0.576,0.0,0.118,-5.537,1,0.0436,124.018,0.314,240067,4,16
226,OH MY GOSH,YooJeong,OH MY GOSH,spotify:track:5CdnbfLGTouxwtFH5b9SUv,2023,0.344,0.869,1,0.667,0.0,0.0714,-4.363,1,0.0333,106.015,0.927,147733,4,17
227,없었던 것처럼,수빈,없었던 것처럼,spotify:track:4jMb0pcQujim9Iw0hVXMto,2023,0.0201,0.229,6,0.839,0.0,0.121,-1.838,1,0.0464,180.081,0.472,221413,4,15
228,Eternal Love,Kwon Byul,Eternal Love,spotify:track:0hJFG25hI8EpNPHavVVlDZ,2023,0.977,0.384,1,0.236,0.000764,0.108,-8.232,1,0.0379,180.782,0.2,149500,3,14
229,IS YOU,Kim Seheon,IS YOU,spotify:track:5hGMcYsV6ww0eykLUyutrf,2023,0.288,0.641,1,0.842,0.0,0.0978,-5.281,1,0.0347,94.994,0.188,106554,4,18
230,Rachacha,nautilus,"The Real has come! (Original Television Soundtrack), Pt.2",spotify:track:7hPwwu8WY6khgbieQZntAS,2023,0.183,0.716,0,0.792,0.0,0.285,-2.687,1,0.122,105.004,0.713,226907,4,18
231,"Simple Life (feat. YEYEBEEN, CHOILB)",Coa White,Simple Life,spotify:track:2ZKGfsJWWBwsQNILZ6MyhN,2023,0.444,0.879,0,0.648,0.0,0.0732,-5.859,1,0.324,137.927,0.866,185250,4,19
232,Daisy (feat. Yellon),DOJIN,DAISY (feat. Yellon),spotify:track:4voOUoG96IUFW9TW4K8E1Q,2023,0.522,0.757,0,0.542,0.0,0.0899,-4.804,1,0.142,172.048,0.803,138663,4,24
233,"Cat, work for me",Homemade recording,"Cat, work for me",spotify:track:2NXf2ErFCHX3Gta6TvBcmo,2023,0.712,0.771,10,0.256,0.0,0.122,-11.608,1,0.0426,119.815,0.591,182187,4,14
234,rotten on the inside,REBENN,rotten on the inside,spotify:track:6gxaJhYFNYhzQWJH01JqR3,2023,0.628,0.744,5,0.549,1.15e-06,0.0975,-6.644,1,0.0322,160.039,0.716,177937,4,29
235,Keep going,Kim Min Wool,"Oh, Boy! OST Part.16 (Soundtrack)",spotify:track:6aLnnRufSBBoueHTvOS9U3,2023,0.739,0.452,7,0.558,0.0,0.11,-3.835,1,0.0351,134.816,0.204,286894,4,12
236,Something Like That,Song Pu Reum,Something Like That,spotify:track:2Yg4KA2rOakUT7D82XSLVc,2023,0.644,0.471,10,0.516,0.0,0.0729,-3.606,1,0.0325,133.251,0.186,244000,4,22
237,자유 FREEDOM,CADEJO,자유 FREEDOM,spotify:track:7n25ZC4QUrpTCI9Nlb6yeK,2023,0.0393,0.743,0,0.734,0.234,0.047,-9.074,1,0.0694,113.445,0.963,152000,4,20
238,Love After Breakup (feat. Jubora) - 2023 Remastered,1sagain,Love After Breakup (feat. Jubora) [2023 Remastered],spotify:track:2PQYxgSMFIRgpg9U5Et94z,2023,0.241,0.671,3,0.754,0.0,0.818,-4.15,0,0.0437,103.003,0.56,224093,4,14
239,DADA,MaseWonder,DADA,spotify:track:0z4IJscvJkjGnw7UEFe0oZ,2023,0.104,0.552,7,0.54,0.0,0.0721,-6.805,1,0.0679,180.937,0.342,150064,3,15
240,Our Sea,Norwegian Wood,Our Sea,spotify:track:6ODiDwWoMXmLiRWuTcB088,2023,0.91,0.392,8,0.215,4.09e-05,0.124,-10.511,1,0.0334,128.335,0.219,202479,3,17
241,insomnia (feat. KURO),16,insomnia (feat. KURO),spotify:track:7Jartabvap5nlDW9IGXrPd,2023,0.164,0.751,0,0.547,0.0,0.403,-5.148,0,0.0349,131.985,0.391,227187,4,25
242,Still You,SEUNGKWAN,Romantic Doctor 3 OST Part.4,spotify:track:7pIpkUJOiFghCDLxono6qC,2023,0.867,0.541,2,0.594,1.31e-05,0.109,-6.761,1,0.031,139.895,0.191,229714,4,62
243,I Guess I Loved You,LEE CHANGSUB,I Guess I Loved You,spotify:track:1xhWTGxEJgay2ZjMsaGObi,2023,0.45,0.637,5,0.644,0.0,0.0741,-3.837,0,0.0256,93.022,0.395,236000,4,41
244,"Maindish (feat. Choo, YLN Foreign)",Mac Kidd,Maindish,spotify:track:4n4Q1PkmZSIhtH4MNdQov1,2023,0.369,0.903,1,0.791,2.29e-06,0.122,-7.156,1,0.124,140.057,0.365,222037,4,13
245,Just Love Me Like Now,Lee Chae Bin,Just Love Me Like Now,spotify:track:6R5YSjbXW4Co1nZLPG3RYv,2023,0.5,0.633,6,0.61,0.0,0.267,-4.663,1,0.0423,94.011,0.485,171373,4,16
246,Shining Star,AleXa,BASTIONS OST Part.1,spotify:track:1Sn0YHQ0zmvqVNYVNMne5D,2023,0.0423,0.849,1,0.87,0.0,0.0273,-2.853,1,0.11,117.974,0.719,192973,4,32
247,Infp,Ha Sang Wook,Infp,spotify:track:47chwUuIgs2BbJUJk7XP3y,2023,0.722,0.428,5,0.228,0.0,0.125,-8.697,1,0.0317,132.082,0.34,242707,4,14
248,Maze,HANDAM,Maze,spotify:track:4ajdU7CN9sShzGyrWh4XdE,2023,0.0308,0.769,5,0.772,0.0,0.272,-4.2,0,0.0417,122.031,0.835,199920,4,23
249,THE PARTY SONG,umu,THE PARTY SONG,spotify:track:4mdzylA0MEiuaW2NTUdmuW,2023,0.00044,0.502,0,0.578,0.00206,0.0951,-4.017,1,0.0791,165.003,0.5,150453,4,29
250,I miss u,Joo Hyunmin,I miss u,spotify:track:2AyQZlY4FIesMpQwKskAbp,2023,0.842,0.493,6,0.381,0.0,0.106,-4.871,1,0.0298,131.967,0.265,228807,4,12
251,Hear Your Voice (Feat. Seungmin),Jxxn,Cosmic Love Vol.3,spotify:track:0NSC9RRU5QjbKobSZ9vTMm,2023,0.415,0.551,11,0.597,0.00243,0.0979,-5.998,1,0.0302,180.014,0.354,176000,4,14
252,오랜 별,The Ade,오랜 별,spotify:track:4d96aB4T239laPvM8NEiza,2023,0.776,0.572,8,0.589,0.0,0.0919,-4.095,1,0.0312,126.009,0.552,260760,4,21
253,Umbrella,Unchan,Umbrella,spotify:track:1F5DmQtdA3JW618PlbkiNV,2023,0.897,0.545,3,0.217,0.0,0.373,-8.796,1,0.0335,173.786,0.252,203590,4,17
